User Name,Review,Rating
gypsy-87293,"I gave this film 10/10 and it earned every single star. Shot in NYC, Jordan, Japan, and Paris, the film captured the beauty and timelessness of each nations' historical locations. The cinematography is the best I have seen in years. The plot emerges and presents an out for John that will release him from his life on the run. Two hours and forty five minutes later, an ending that brought tears to my eyes, including the post credits scene. There is NO WAY our guy is dead, God help me, there better be another John Wick film or we will riot.

The only downside of the film is Reeves' acting. They are smart to give him a small amount of dialogue, anything beyond those few words is comical. But I, as I'm sure many others, forgive him. John is a man of few words, therefore Keanu was perfect for the role. He has always been the rare A lister that acts his heart out with minimal dialogue, and somehow pulls it off. Let that be a lesson to you kids, if you have charisma but sound like a teenage stoner, you too can succeed.",10
dclarke-28979,The action scenes and fights are like a Hong Kong kung fu played at half speed. Not only are some of the fights slow but seem extremely and embarrassingly choreographed like a slow dance. Very unfortunate. I was really looking forward to watching this instalment. Not sure if the rumours about a fifth show are real. My advice if they are is to quit while they're ahead. The first two shows in the series were very well done. Great plotting and good dialogue. Show three began to fade a bit but was quite entertaining for various reasons. This fourth do not had the higher standards of the previous shows.,4
asfonseca,"I really can't understand how many people thinks its the best ever.

Its not. It was great until arrive to Arc de Triumphe, after this all scenes were way exagerated, he is not a robot, we could never take what he did, while others keep falling of very light hits.

The fall on top of the car and all the stairs scene, competely ridiculous.

In previous movies he killed with two shot (chest and head), now lots of times, in guys without armor, lots of shots completely unecessary.

The blind guy completely ridiculous, its not a Marvel movie with guys with super powers.

As an additional stpe, no way the Table would allow to any of the duel fighters to be touched before getting there, otherwise also John could kill that very poor marquis. No sense at all.

Its a pitty, nice fighting scenes.

And the end, COME ON!!!

Baba Yaga never dies, it disapperas into the mist, until he's needed again.

By far the worst.",4
illmor-814-204784,"I just saw this movie on Imax and have to says that Is really a good movie. A terrific one. Growing from a simple premise but successful in so many aspects. The elegance of the world where this run is taken to a whole new level without losing the charm they put there from previous installments. The action is just priceless , P R I C E L E S S, with sequences that really shine for the originality and the precision of the cuts, many of them quite long. I want to emphasize the original part, as there are some sequences so clever and original that for sure in the future we will be flooded of this fantastic sequences as everybody will try to copy from now on. The star looks more vulnerable but at the same time more invincible than ever and what you expect from his kills is nothing but the best of the franchise. Terrific additions of new characters are welcomed and some of them really steal the show. Do you remember the dogs? Well, they were not forgotten on this one and for sure the bar was raised again. A lot of scenes looks like taken from a graphical novel, so well performed and choreographed that a bow goes to the director. The locations are stunning and is good to see that finally we have another Cameron to do night scenes. All of them so well illuminated. Fantastic. Actions sequences everywhere and all of them exciting and fast paced. The villains are really good and surprising, making this well entertained. Sound is terrific and colors are superb. This must to be seen in big screen. Almost three hours that run like feather in the air. A solid 9/10 for me, i give a 10 to compensate some 2-3 stars that clearly are trolling the rate without a proper reason. If you looking for action, look no further. This is the one, at least until Mission Impossible arrives, and that movie will need to be quite good if want to take from Mr. Wick the title of Action Movie of the year.",10
yogaadithya,"John wick chapter 4 is easily one of the best action movies that you are ever gonna see. Iam a big fan of keanu reeves and after a disappointing matrix ressurections keanu is back with a bang.

The movie's cinematography is so gorgeous and huge that it demands our eyes attention to the screen in every frame. Also the performance of donnie yen and other characters were awesome. The drawbacks to this movie is I didn't feel the villainism in the character of bill skarsgard. He just felt like a dummy villain and his character is easily the weakest one in john wick franchise. And I wished that hiroyuki sanada had gotten more screentime.

The end credits song An eye for an eye by rina sawayama is just so awesome that I binged on it everyday after watching the movie. That song should definitely get nominated for an academy award .",8
vixanned,"John Wick was never known for realism but was always centred around his fight for justice. We rooted for him. Honestly, this outing smothered all of Keanu's charm with his muddied motivation and a ridiculous plot. This film was well directed with great production values. But a blind assassin in an old fashioned, 'pistols at dawn' duel? BLIND??? TOTALLY silly. Characters like the Japanese daughter which went nowhere. Random black guy with dog? The same stuntmen killed again and again ( even in the same clothes). Great flame thrower, bird's eye, computer game action scene. But being run over 20 times and the longest ever ascent of the Sacre Coeur steps. Eugh. Way too long and silly. Bring back Keanu and a clear plot development. This was a disappointment.",4
JTReviewsPlus,"John Wick Chapter 4 ups the ante in everything you have come to expect from a John Wick movie. The action continues to surprise, the cinematography is visually stunning, the world of assassin's is expanded upon brilliantly, and there are interesting new faces to the franchise that are welcome additions.

The variety of weapons, locations, and circumstances John Wick is put through help differentiate Chapter 4 (and even the other sequels) from becoming stale or too repetitive. However, like all the sequels before it, it maintains what makes the franchise so special in the first place. If you are a fan of John Wick you will love this sequel. If you're not a fan then your mind will probably not change.

Chapter 4 will definitely do down as one of the best action movie sequels as well as one of the best movies of 2023. It is definitely worth watching if you are a fan of Keanu Reeves, John Wick, and/or the genre itself.",9
valentinwulf,"As the title says, storywise it has its flaws.

But the action was ""breathtaking"" in every aspect.

The 30 minutes were a bit boring to be honest, so many people have these bullet proof gear that the fights become really weird.

But its all worth it at the end.

I wasnt so sure by some characters which were interesting yes but, if they didnt exist there wouldve been no changes to the story at all.

I recommend not to take everything to closely while watching the action sequences are 90% real and Keanu isnt the youngest anymore.

At some points the muzzle flare or overall cgi usage wasnt on point. Or unneccessary blured backgrounds.",9
globewarmer,"This movie is extraordinarily poor and must have cost a lot of money; the thesps involved look very pleased with their cheques though Reeves maintains a stern demeanour and is the only worthwhile thing to be seen for miles around. Lovers of this stuff call themselves action junkies and feel sated, to judge from their reviews, though why seems to me odd as most of the action looks artificial and almost a piss take of that in previous films. Killing seems to take time as frail humans are shot through the face and thrown across the room but come back begging for the coup de grace. The plot is a simple extension of III, which I quite enjoyed, but there is nothing new here, just old hat stuff, lots of blood spray and the old stuff about a bounty on Wick's head. There is a new villain, however, the Marquis de somewhere or other, and even he isn't very evil, a bit of a dead ringer for macaulay culkin. The script was phoned in by monkeys with typewriters. I hope Mr Mcshane enjoys his well earned retirement.",5
s-crockford,"This film is such a let down, I love the other John Wick films and had been really looking forward to this one but it's so boring, I completely lost interest around a third of the way through and switched it off, then changed my mind and decided to give it another go, made it around half way and completely gave up, I just couldn't continue watching this rubbish. Me and my partner kept looking at each other during the fight scenes, like when's it gonna end. The fight scenes are far too long and tedious, and to have them at the beginning of the film makes you lose interest. I love Keanu but lets be honest he's getting on a bit now and and it's like watching a geriatric perform, his fight scenes are slow and painful - just like the storyline.",1
Sam_Muk,"Just watched the 4th installment of John Wick and what a ride. This movie can be considered the best of John Wick Franchise and rightfully so. Non-Stop action, funny lines, and awesome fight sequences. If you are a fan of John Wick universe you will definitely enjoy this one. Although it is the longest among John Wick movies but i enjoyed every moment of it. It is rare to see in movies that sequels do very good and some time better than the previous installments, but John Wick 4 nailed it. This movie is one of the best action movies i've seen in the recent years and i will definitely watch it again. 10 out of 10.",10
juanpabloroma-1,"Why? Why? Oh, why is this movie so bad. Can't anyone tell Wick 4 has sort of same Matrix plot, but dumbed down? It's almost a scene by scene copy. They even have Lawrence Fishburne do a Morpheus-type character reprise. Oh, why! I want my 3 hours back!!!

I wanted to write a brief comment on this to counterpoint the 3 hours running time of Wick 4. But the system asks me to write 300 more words. It's seems unnecessary, like the 3 hours running time of this movie.

Wick has to kill every enemy at least 5 o 6 times (if not more) during the entire show because they just won't die or have armored suits. And since there's about a million killers out to get him, you may guess why the movie has a running time of 3 hours.

The action it's so ridiculous and unrealistic, that I'm baffled by those who said Wick 4 sets a new bar for action movies. I really hope that's not the case because it'd be the end of the action genre.

Watching Wick 4 you simply have to throw logic of the window, shut off your brain, and maybe take a shot of a numbing agent to be able to put up with all the nonsense.

One hundred peole shooting each other at The Arc de Triomphe with machine guns and what not, and the cars simply keep driving by like it's flies flying by? Really?",2
rocky_53,"Absolutely one of the best examples of fight choreography, (hand to hand, blade, Judo, Gun-Fu) in films in many many years. Without spoiling anything for those that havent seen it yet, it is an action movie masterpiece. From the opening parlay, to the crescendo. Even including what appeared to be a tongue in cheek commercial for a new Taran Tactical Innovations release lol. Skäarsgäard is stellar at drawing fan heat as the/one of the new bad guy(s). As a huge fan some of the directions of this film and its outcomes leave one to contemplate other entries ideas and/or spin-off opportunities with the loss of one of the best cast members. But, true fans of the Wick series should be more than pleased, I know I was. I was also greatly pleased at the near 3 hour run time, so I wasnt left wanting for material that would require nearly that time, shoved into the usual 90-120 min runtimes to appease to the TikTok generation. Thankfully this fleshed out well and completely. Enjoy folks!",10
vaultoverseer_15,"John Wick is definitely one of the best franchises in history - it was before this movie, but it's gotten even better after this one. The action pieces, the cinematography, the score, the costumes, the guns, the world, it's all there. I don't think I need to go into this review to explain why John Wick movies are good. What I want to explain is why this one is far and away the best one.

The other movies themselves were really good, but things held them back. I gave the first two an 8, for different reasons. The first John Wick was an excellent take on revenge films, but that also held it back by having to do what those movies did. There is less an emphasis on the assassin stuff and more on John Wick's life and people telling him not to get back in etc. It's not a big deal but the movie would much better focusing on other stuff. John Wick 2 did exactly that, but the overall story was just so non existent that I didn't particular care what John Wick was doing. John Wick 3 struck a good balance - i gave it a 9, it was great. The only downside to me was the ending, it just felt like the movie ended exactly where it started, and that the franchise was just going to keep going on and on.

John Wick 4 just outmatches them in every respect. For starters, this has the highest budget i believe, and you can tell. The locations are beautiful, and even small scenes are devoted to well constructed sets or real locations, and it gives the movie a visual intrigue that keeps the viewer engaged even when not that much is happening. And similar to the last movie, I love how we're just fully in this world now. Unlike a lot of these action movies where the movie wants to tell us it's in the real world or silly action world, John Wick sets itself solely in its own world, where people can get cars and shake it off.

And the action - wow. This is nearly a 3 hour movie which I thought is weird for an action movie... then you realise about 2 hours of that is straight action. The action is not paced evenly, it mainly comes out in chunks, there's three big ones which consist of all these different moments and bits, and also lead into other sets and characters. While that has the chance of not working and keeping a consistent pace, or just being mind numbing, in John Wick 4 the action is always varying itself up. I feel like John Wick spends 15 minutes in this glass light room but the movie keeps the camerawork and choreography varied that it feels as though it's not just repeating itself, and also that John has to think of new ways on the fly to get himself out of the fights in a way that is quick and fun. The amount of memorable parts is staggering, and it's what keeps this above the others in my mind. I remember scenes definitely, but i can't remember half an hour of just the most creative, fluid, thrilling action.

And yes, this is the last John Wick. I went into this movie not knowing that, but feeling as though it needed to happen. It really helps this movie, because there's this epic feeling this movie has because of it. Early on it begins to be apparent. Once the hotel blows up, you know that things are probably going to rap up. But how? I didn't know, which was also exciting. In a lot of these movies I know John Wick and the previous characters couldn't die, but here it's less apparent, and they do kill off people.

The thing that got me most in this movie is just how everything has been upgraded, and by that I mean the feel. The most memorable scene to me was the scene in the club after the card game. It's similar to a scene in John Wick 2, but these sorts of gun fights in clubs happen in every movie. What's different is both the scale, and how stylized it is. In John Wick 2 pretty early on everyone gets scared and runs away. Here it isn't until the moment when it's over do people really get scared, and it's almost surreal. Combine that with how the action, while it has rules that make it work, are probably physically inaccurate. I mean bullet proof protection is not that strong. And the amount of water coming out in that party. But it's not silly - the movie dedicates itself to this, and doesn't make jokes despite all the fun its having. That's what John Wick is. It's over the top, but grounded in its world so that you feel engaged in the spectacle. That's why this franchise is great, and it's all exemplified in this movie.",10
Anthony_Kramer,"I must admit, I had a fair share of concerns about John Wick: Chapter Four as the release date slowly approached, but I am happy to report that every ounce of hype you may have heard about this film is warranted, and in some cases, is underselling this film.

There are many new characters we are introduced to in this film, and every single one is such a joy to watch. The standout in this department is Donnie Yen, who is phenomenal as Caine; a standard we've come to expect from such a legend in the industry. And of course, our returning characters are all still delightful in this film.

John Wick: Chapter Four is one of the most ambitious action films I've ever seen in every aspect. The choreography, pacing, cinematography, production design, blocking are all immaculate. This film is the pinnacle of the franchise; a franchise that is rightfully regarded as among the greatest of the genre. There isn't a dull moment, from start to finish.

The runtime may seem daunting initially, but this epic continuation of the narrative truly had me at the edge of my seat with each new sequence. This is the most beautifully shot and choreographed film of the franchise. The film also delivers on the intended emotions throughout. After following John on this journey for four films, we vicariously are as exhausted, triumphant, and fulfilled by the film's conclusion.

Chapter Four rivals not only every recent smash-hit film; stands amongst the greatest action films of all time. Truly, all of the hype is warranted. Why are you even still reading this? Go watch it already!",10
dallverk,"Aside from being too long, too repetitive and too silent(absolute lack of dialogs even from main character) it has some pluses like shooting in the desert, in the club, at the street so you can actually enjoy the picture. If you make a screenshot gallery out of this movie and watch it with a slideshow on your computer with some decent soundtrack you might enjoy even more than a film, actually. The worst part for me is character cast. The villain is Marquis looks lime like freshman student from Germany with big blue eyes for absolute no reason. Orthodox belorussians creepy and violent like some wild island tribe. It got 8,1 rating as I'm writing the review, pretending to be remarkable movie of the decade, it's not.",3
ocmike-09190,"John Wick 44 because once you have seen one, all the rest are pretty much the same. It's sad that this is all Hollywood can come up with. I suppose if you check your brain at the door, you can sit back and enjoy it. But the idea that someone - who isn't a ""superhero"" can endure beatings, gunshots, and getting run over by cars - without missing a beat - is a little too ridiculous for me. The several hundred thugs who are sacrificed are much the same, until the inevitable head shot. I'd say this review contains spoilers, but if you've seen any of the John Wick movies, nothing written here should come as any surprise.",2
kuner-59029,"Chad Stahelski and Keanu Reeves reinvigorated the action genre, which had largely been replaced by comic book movies, with their 2014 sleeper hit John Wick.

What it lacked in budget it made up for in style and love for the genre. Gone were the horrible shaky cam closeup fight scenes and fast cuts, that had plagued the genre for over a decade, gone were the cartoon physics from comic book movies. John Wick was gritty, realistic, but full of lore and world building and fun little quirks like the stylized subtitles.

The sequels expanded upon the worldbuilding, with part 2 especially being an incredibly beautifully shot film.

After the somewhat weaker 3rd part I wasn't too keen on seeing part 4. How wrong I was! In terms of craftsmanship, production design, visual splendor, photography, choreography and music, it's the best of the series. What a rush.

John Wick 4 is a symphony of violence. Every scene is impeccably lit, be it with moving lamps, fluorescent tubes, stage lights blasting through fog and waterfalls, window blinds casting long shadows and even incendiary bullets splashing the screen with light and color. This movie is beautiful to look at. Every frame looks like it could be a painting. The colors are rich and lively, unlike the ugly, dimly lit, grey muck like modern marvel movies. John Wick 4 is absolutely gorgeous.

As for the action choreography, aside from maybe Mad Max Fury Road or old Hong Kong cinema classics, nothing compares to this. This is on a different level. There's one often mentioned scene where the camera starts at eve level only to eventually give us a bird's eye view of John Wick taking out a bunch of goons with a combat shotgun loaded with incendiary rounds. There are mirrors in various locations, allowing us to view the action from multiple perspectives at the same time. It captures the heart pounding feel of a video game and becomes almost too much to keep track of. It's overwhelming, but in the best way possible.

Speaking of pounding, the soundtrack is mind blowing. The trademark techno / electro tracks by Le Castle Vania are back, and better than ever, but they are mixed with rock and industrial. There's a fun french rendition of ""Paint it Black"" as well. The finale then suddenly has western motifs taken straight from the great Ennio Morricone. None of it matches, but it doesnt matter. It's fun and feels great.

However, by the time the finale rolls on, you feel as tired and exhausted as John Wick himself. Battered by hours of nonstop killing. The kill count is easily in the hundreds here, and this is one of the weaker points of the movie. At some point you become numb to the killing, and the bad guys rarely ever feel scary. They're too easy to kill. It would have been more efficient to have Wick followed by less, but more capable villains, and to have the movie be 40 minutes shorter. Did we really need two action scenes of him going up the same stairway to Sacre Coer? There are moments when the film grinds to a halt during the action scenes. Also, the entire opening act in Japan served little to no narrative purpose aside from setting up the villains. None of the Japanese characters show up in the story afterwards, and it feels more like setting up some kind of spinoff.

The plot makes little sense, but luckily it does pick up towards the end and the finale is great.

Donnie Yen and Ian McShane get the best character arcs. The standout performance is Scott Adkins. You won't recognize him at first, but he plays his role with such glee and spark, overacting just enough and just at the right moments to stay memorable and lighten up an otherwise narratively unimportant scene. His German accent is perfect, almost realistic but with an extra bit of movie villain grit. So much fun. Someone please give this guy some real roles, he's too good to be wasting his talent on direct to streaming low budget junk.

Come to think of it, he would be a fantastic lead for a spin off series set in the same universe.

In summary, aside from a weak overall plot and about 40-60 minutes too long runtime, this is a masterpiece. Along with Die Hard and Mad Max 4, this is probably my favorite action film.

It should have made way more at the box office, but presumably the long runtime hurt it there. Now that it's out on streaming and physical media, that shouldnt discourage anyone from seeing it. If you haven't already, watch this movie. But watch it on the biggest screen you can.",9
Mohamad021,"This is a great movice because; stunts are performed by main character. The stunts does not contain fake feel or unrealistic. Other characters were all committed to their roles and they were not feel NPC or extras. Casting and clothing on point. Location of the movie and lights are all great. Camera work and camera motion were all so well done. Background sound and music perfectly matched the scenes.

The narration of the story makes sense and Overall it is worth a high score because of the completion of many things put together well.

Well done to casts and entire crew.

Highly recommending this movie.",10
mounishyalamarthi,"It's John Wick, what do we expect? I expect REVENGE & ACTION. This part doesn't have either of them. This movie is just following the synopsis of James bond and its movie series. John wick's story is supposed to be about revenge, not playing gaming cards and deciding the winner. The action was too less and the fight choreography was extremely too poor in this part. At least the previous part has some good action sequences even though it doesn't have a story. A nice touch of a gentleman's conversation and nice cinematography. I wish they could have shown us the story of Baba Yaga instead of this cheap story running around a high table for no reason. Wasted part. Could have been a lot better.",6
vishuarora-20785,"Keanu reeves once again proved that he is the one the only greatest action star of this era and amazingly made this franchise is one of the greatest and without our baba yaga , it will always be Incomplete.

I want to praise the director and every one behind this epic masterpiece.

Great screenplay, Vfx are the main highlight of this movie besides Keanu's every action and fight scene, Best music and background score people who made it more amazing by matching the music and adding vibes to it, all the scenes of the movie were so beautiful whether It was snow scenes when Mr. Wick goes to meet Winston or The Duel Challenge meeting with Marquis & What great ending scenic view of sunsets... what beauty man!

John wick is not dead, that is for sure.. it is not easy to kill the perfect baba yaga for anyone. Don't worry , he'll be back.

I also really liked KILLA and hats off to Scott Adkins, what a tremendous job as well as a new character which really deserves spotlight for himself and you all know whom I talking about, Yess ""CAINE"".

LETS WAIT AND HOPE FOR THE BEST FOR JOHN WICK UNIVERSE.

10 ON 10.",10
Victor_Fallon,"The main problem is that the sound design is excrement. They seem to think that 'moar bass, moar loud' is a shortcut to quality. It isn't. It's one of the most acoustically ugly experiences I've ever had.

The rest of the movie is fine. Appropriate acting, interesting sets, creative choreography and decent stuntwork. It has almost no story, relying heavily on pure action. Despite the hefty runtime, it manages to be a lot of fun - a solid entry in a franchise that has been consistently entertaining and consistently high-effort. Apparently this is the 'final' entry. Sure. Sure it is.

Just get a new sound editor next time.",7
DocteurDream,"To start off with, very poor writing/story and the whole movie is stretched for no reason.

In anticipation for this film I had a movie marathon covering the first 3, and I gotta say its been tiring watching the same leg tackle over a million times done in all the films so far.. There are some absolutely ridiculous sequences of shootouts in public places just like the first 3 movies where people are completely oblivious to wtf is happening around them and that just ruins the immersion.

In all fairness, there are a couple of scenes that are definitely fresh. But that's about it.

The whole act with John wick in Tokyo was pure BS, and get this - If you edit out that whole situation in Tokyo the story doesn't change even one bit. Literally has ZERO weight for why it has to be in the film. The stunts in that sequence were definitely off and you can see Keanu struggle in those parts.

The movie does pick up after 01hr:40min mark and is really enjoyable as it gets to the end. Overall a decent film if you got nothing to watch.

John wick - a man of focus, commitment and sheer f##king will - the baba yaga - the one you send to kill the boogeyman - yadayada.. And his kryptonite are a bunch of made up rules. LMFAO.",5
samog-98289,"After watching this at the cinemas in America with my Mum and Dad here's my spoiler-free review of John Wick: Chapter 4! As usual, I'll be talking about my thoughts, what I enjoyed most about this film and my conclusion/rating! Keanu Reeves returns as John Wick & he's fun to watch, Donnie Yen as Caine is Bad A since watching his fight scenes in Rogue One as Chirrut Imwe and now this, Ian McShane as Winston is awesome and even pays tribute to the late great Lance Reddick who sadly passed away from Ischemic heart disease! My favourite part of watching this movie was the action scenes they're so well done & very well choreographed! Overall I enjoyed this more than Shazam! Fury of the Gods that's why I'm giving this an 8/10! There is a post-credit scene at the very end so don't go anywhere until that's finished! ;-)",8
W011y4m5,"""John Wick: Chapter 4""; nearly 3 hours of relentless & increasingly elaborate set pieces (impressively realised & captured on screen by DoP Dan Laustsen in particular - channelling Ridley Scott & Jordan Cronenweth's ""Blade Runner"" in some genuinely awe inspiringly lit, moody, noir sequences), boasting astonishingly inventive fight choreography, cinematography & stunt work, blending practical FX & photorealistic VFX to create a sleek aesthetic that's surprisingly convincing etc. Is admittedly interesting for the first 120 minutes (entertaining with sheer creative ambition), yet by the conclusion, the pace slows to a jarring crawl, the movie veers in to a tedious sense of self indulgence & I gradually came to the realisation that the film had unfortunately begun to out-stay its initial welcome, sticking around long enough for viewers such as myself to start questioning the logic of what they were watching (out of boredom; for instance, where are the police & why are all these bloody massacres across major cities & landmarks not sparking mass reported, international / diplomatic incidents / manhunts?) - which (in & of itself) is therefore far too long - meaning it probably should've been cut down further in the edit, for concision.

However, unlike ""Chapter 3"" (an installment I vehemently disliked, purely because it felt like a vacuous & self congratulatory prelude to the finale, prioritising obligatory world building & expansion without really taking the time to create a self sustaining structure - to justify a widening scope), the latest sequel does finally progress with a strong sense of direction (chickens coming home to roost & seeds sewn finally being harvested), giving the impression as though the plot threads are intertwining with one another & culminating to form one neat bow (tying up loose ends) - but when the entire thematic premise is built upon the need to stress the importance of a plot's narrative ""consequences""... Ironically, this lacks any - so the result feels a tad hollow / insincere.

Using the action as an example; since Chad Stahelski never analyses the impact this gratuitous violence has on innocent bystanders caught up in the crossfire (though conflict's regularly involving or taking place amongst civilians), despite the grandiosity of what we're witnessing, there are very little stakes for us to emotionally invest ourselves in - due to the fact that there seems to be hardly any impact to anything unfolding.

As comparisons, ""007"" or ""Mission Impossible"" (similar franchises which essentially succeed in emulating the same formula - to greater effect; revered assassin / spy jets around the globe to bring down a nefarious organisation) at least have the courtesy to explore the accidental ramifications of their protagonist's behaviours (helping to ground the story in something authentic & real whilst simultaneously challenging the flawed identities of the iconic lead by questioning the moral ambiguity of each individual, seeing how they respond to collateral, demonstrating why the perspective whose eyes we follow things through are ones we should care about etc.), yet this doesn't; John apparently exists in a hermetically sealed bubble, devoid of exterior interaction - where damage is contained solely within the confines of the elusive ""Table"", rendering events as superficial & trivial - when the destructiveness of consecutive clashes serves no discernible purpose - other than for the sake of it.

The literal opposite (& a blatant contradiction) of supposed ""consequences"".

Then there's a secondary reason to disengage; the lack of clear intent driving ""Mr Wick"" forward. Any writer knows that although a fictional creation may not have to be very likeable, they must be relatable or sympathetic in some way, shape or form - to ensure we're somewhat / partially invested in their emotional journey; the method in which a character chooses to react might be perhaps disproportionate (after all, art's entire point is to spark debate from subjectivity & we learn empathy through comprehending choices which don't align with our own) so (to quote ""Dr Manhattan"" in Zack Snyder's ""Watchmen"": ""without condoning, or condemning"") I understand... But again, here, there's nothing.

In the first (co-directed by David Leitch), we were presented with a standard (serviceable) revenge flick rationale; his puppy's murdered & considering the sentimental value assigned to the dog, his quest for retribution led to swift & brutal vengeance - whereas here? Comically, the screenplay seems nonethewiser; continually, Keanu Reeves' title role's associates often ask ""to what end?"" & the answer is never actually provided.

Heck, even during one verbal exchange of dialogue, the antagonist subtly states men can be separated in to 3 categories: ""those who have something to live for, those who have something to die for & those who have something to kill for"" before announcing his nemesis (our main guy & the reason for him being an enigma) has ""none of those things""... So being devoid of sufficient motivation to plausibly explain any further development (or any visible carnage), his characterisation feels stilted & one-note, dragged out for the remainder of the run-time, offering no satisfying arc... Simply churning out more of the same, on a larger scale & with less heft, conveying a lot whilst also failing to merely articulate slightly a little.

There's an abundance of glossy style (to compensate) & the ridiculously high quality of it's indisputable... But when the blockbuster is entirely reliant on that - to retain attention? There's far less than it would have you believe.",7
ahmetturknet,"The best John Wick sequel ever. I didn't expect that to be better than I thought. Almost 3 hours of full action with different action styles in different countries. I have always loved this detail in this series and the previous one. Sometimes you couldn't guess what will happen. Must watch it at a theater.

John Wick series has written its own name with gold letters in the movie industry. When it is released digitally, I would like to finish all of them. You can feel the connection between the first and last. Sequel names are given as ""Chapter Two, Chapter Three, Chapter Four"". These are not a joke. Really a four-part full story.",10
jboothmillard,"This fourth film in the franchise was meant to be released a year earlier but was delayed by the COVID-19 pandemic, I was shocked when I found out the length of it, but I was always going to see it, being a fan of the previous films. Basically, in New York City, John Wick (Keanu Reeves) is hiding underground with the Bowery King (Laurence Fishburne) and is preparing to exact revenge against the High Table. He travels to Morocco and kills the Elder (George Georgiou), the ""one who sits above the Table"". In response, New York Continental hotel manager Winston (Ian McShane) and his concierge, Charon (Lance Reddick, posthumously), are summoned by the Marquis Vincent de Gramont (Bill Skarsgård), a member of the High Table. De Gramont explains that the High Table has given him unlimited resources to find and kill John Wick. To punish Winston for his failure to assassinate John, De Gramont strips him of his duties as manager, declares him ""excommunicado"", destroys the Continental, and kills Charon. De Gramont then travels to Paris, France and hires blind, retired High Table assassin Caine (Donnie Yen) to kill John, his old friend, threatening to murder Caine's daughter otherwise. John takes refuge at the Osaka Continental, run by his friend Shimazu Koji (Hiroyuki Sanada). De Gramont's right-hand man Chidi (Marko Zaror), backed by High Table assassins and Caine, arrives to investigate the hotel. Shimazu's daughter Akira (Rina Sawayama), the hotel's concierge, evacuates all guests and staff before the High Table ""deconsecrates"" it, igniting a large-scale fight. John fights through numerous armed assassins and ends up in a showdown with Caine. They are interrupted by a bounty hunter who calls himself ""Mr. Nobody"", aka The Tracker (Shamier Anderson). Mr. Nobody changes his mind, determining the contract money for killing John to be insufficient, and helps him to escape. Caine allows a wounded Akira to flee after killing her father. John returns to New York and meets with a vengeful Winston at Charon's gravesite. Winston suggests John should do an old High Table tradition and challenge De Gramont to a duel. Winning would free John of all obligations to the High Table, but he can only request a duel on behalf of a crime family. He travels to the Berlin headquarters of the Ruska Roma crime syndicate, to request readmission after severing ties with them. John's adoptive sister Katia (Natalia Tena) agrees to his request in exchange for John killing High Table member Killa (Scott Adkins) who murdered her father. John is ambushed by many of Killa's men at his nightclub, but John manages to kill all of them; he manages to eliminate Killa and regain his status. Winston relays John's formal challenge to De Gramont. He requests that if John wins the challenge, the New York Continental be rebuilt, with him reinstated as manager. In Paris, John and De Gramont decide the parameters of their duel, in a meeting moderated by the Table's emissary, Harbinger (Clancy Brown). They decide on duelling pistols at sunrise at Sacré-Coeur. De Gramont nominates a reluctant Caine to fight in his place. John and Winston will be executed if neither of them appears on time. The Bowery King arrives in Paris to give John a pistol and a new ballistic (bulletproof) suit. De Gramont intends to prevent John from arriving at the duel in time by placing a $26 million bounty on him, with a pirate radio station DJ (Marie Pierra Kakoma) reporting his movements to all assassins in the area. John fights off hordes of assassins a few miles from the Eiffel Tower on his way to Sacré-Coeur. Mr. Nobody is there and negotiates the bounty be increased to $40 million. John continues to kill off more assassins inside a dilapidated building and runs into Mr. Nobody. During their confrontation, John prevents Chidi from killing Mr. Nobody's beloved dog. He is stunned and decides to abandon his pursuit of John and subsequently kills Chidi. John reaches a long staircase that leads to Sacré-Coeur, where many killers try to stop him from reaching the top. After numerous kills, John does end up tumbling back down to the bottom, but Caine and Mr. Nobody assist him in traversing back up. They reach the summit just in time for the duel. Harbinger conducts the duel, John and Caine take their paces and inflict serious wounds on each other through two rounds of duelling. The third round comes to a halt when Caine mortally wounds John. Demanding the right to administer the coup de grâce (""blow of mercy""), De Gramont eagerly swaps places with Caine. However, as he approaches, John reveals he did not fire his third bullet, and shoots and kills an unsuspecting De Gramont. The Harbinger grants Caine and John their freedom from the High Table, and Winston is reinstated. John walks away and collapses on the staircase, reflecting upon his life and being married to his late wife Helen (Bridget Moynahan) before peacefully succumbing to his injuries. Sometime later, Winston and the Bowery King stand at John's gravesite where he is buried beside Helen. In a post-credits scene, Caine returns to Paris to reunite with his daughter but is approached by Akira, who pulls out a weapon, wanting vengeance for her father's death. Also starring Sven Marquardt as Klaus, and Andrej Kaminsky as Priest. Reeves remains cool and focused as the former assassin that will not be messed with, Skarsgård is sinister enough as the villain, Adkins in a fat suit is amusing as a supporting villain, and the support of Brown, McShane, Fishburne, and the late Reddick are welcome. The biggest problems I have with this fourth (and possibly final) outing in the series is that it is too long (3 hours 49 minutes), it is very repetitive (the amount of times John falls from a high height and is able to get up and run!!), and I don't know if there was a completely rounded revenge style story. However, I cannot deny that the fights are well choreographed, the body count and violence is high, and the birds eye view building gunfight sequence, the staircase climb, and the final showdown (all three irritatingly two hours later!) are highlights, it is a worthwhile action thriller. Good!",6
